timestamp,load
2024-01-04 08:00:00,90.482
2024-01-04 09:00:00,95.338
2024-01-04 10:00:00,94.285
2024-01-04 11:00:00,97.816
2024-01-04 12:00:00,99.421
2024-01-04 13:00:00,100.834
2024-01-04 14:00:00,100.417
2024-01-04 15:00:00,93.846
2024-01-04 16:00:00,90.043
2024-01-04 17:00:00,84.627
2024-01-04 18:00:00,81.387
2024-01-04 19:00:00,75.379
2024-01-04 20:00:00,68.657
2024-01-04 21:00:00,60.958
2024-01-04 22:00:00,62.225
2024-01-04 23:00:00,58.585
2024-01-05 00:00:00,59.689
2024-01-05 01:00:00,56.904
2024-01-05 02:00:00,63.542
2024-01-05 03:00:00,60.63
2024-01-05 04:00:00,69.349
2024-01-05 05:00:00,70.183
2024-01-05 06:00:00,73.494
2024-01-05 07:00:00,76.862
2024-01-05 08:00:00,83.861
2024-01-05 09:00:00,91.679
2024-01-05 10:00:00,93.091
2024-01-05 11:00:00,94.531
2024-01-05 12:00:00,87.322
2024-01-05 13:00:00,94.14
2024-01-05 14:00:00,91.548
2024-01-05 15:00:00,85.41
2024-01-05 16:00:00,80.891
2024-01-05 17:00:00,77.459
2024-01-05 18:00:00,76.443
2024-01-05 19:00:00,64.17
2024-01-05 20:00:00,60.782
2024-01-05 21:00:00,60.993
2024-01-05 22:00:00,53.188
2024-01-05 23:00:00,51.302
2024-01-06 00:00:00,51.695
2024-01-06 01:00:00,48.963
2024-01-06 02:00:00,54.561
2024-01-06 03:00:00,54.127
2024-01-06 04:00:00,63.481
2024-01-06 05:00:00,66.089
2024-01-06 06:00:00,76.969
2024-01-06 07:00:00,77.155
2024-01-06 08:00:00,84.722
2024-01-06 09:00:00,82.237
2024-01-06 10:00:00,88.427
2024-01-06 11:00:00,91.611
2024-01-06 12:00:00,95.935
2024-01-06 13:00:00,86.787
2024-01-06 14:00:00,91.581
2024-01-06 15:00:00,87.532
2024-01-06 16:00:00,85.885
2024-01-06 17:00:00,79.162
2024-01-06 18:00:00,72.5
2024-01-06 19:00:00,66.068
2024-01-06 20:00:00,59.619
2024-01-06 21:00:00,59.289
2024-01-06 22:00:00,55.358
2024-01-06 23:00:00,59.116
2024-01-07 00:00:00,52.094
2024-01-07 01:00:00,55.353
2024-01-07 02:00:00,52.886
2024-01-07 03:00:00,59.268
2024-01-07 04:00:00,65.331
2024-01-07 05:00:00,71.851
2024-01-07 06:00:00,78.885
2024-01-07 07:00:00,80.638
2024-01-07 08:00:00,83.094
2024-01-07 09:00:00,91.496
2024-01-07 10:00:00,95.153
2024-01-07 11:00:00,97.425
2024-01-07 12:00:00,95.47
2024-01-07 13:00:00,99.723
2024-01-07 14:00:00,95.467
2024-01-07 15:00:00,94.179
2024-01-07 16:00:00,91.838
2024-01-07 17:00:00,85.721
2024-01-07 18:00:00,80.111
2024-01-07 19:00:00,79.976
2024-01-07 20:00:00,70.759
2024-01-07 21:00:00,65.648
2024-01-07 22:00:00,63.872
2024-01-07 23:00:00,65.684
2024-01-08 00:00:00,61.977
2024-01-08 01:00:00,64.044
2024-01-08 02:00:00,68.116
2024-01-08 03:00:00,67.405
2024-01-08 04:00:00,68.894
2024-01-08 05:00:00,79.161
2024-01-08 06:00:00,84.54
2024-01-08 07:00:00,87.995
2024-01-08 08:00:00,96.885
2024-01-08 09:00:00,100.734
2024-01-08 10:00:00,100.266
2024-01-08 11:00:00,106.403
2024-01-08 12:00:00,105.649
2024-01-08 13:00:00,102.094
2024-01-08 14:00:00,105.273
2024-01-08 15:00:00,101.179
2024-01-08 16:00:00,95.61
2024-01-08 17:00:00,94.272
2024-01-08 18:00:00,89.315
2024-01-08 19:00:00,81.773
2024-01-08 20:00:00,79.683
2024-01-08 21:00:00,77.357
2024-01-08 22:00:00,70.128
2024-01-08 23:00:00,71.123
2024-01-09 00:00:00,69.745
2024-01-09 01:00:00,76.322
2024-01-09 02:00:00,68.226
2024-01-09 03:00:00,78.013
2024-01-09 04:00:00,79.855
2024-01-09 05:00:00,85.384
2024-01-09 06:00:00,95.744
2024-01-09 07:00:00,96.311
2024-01-09 08:00:00,106.911
2024-01-09 09:00:00,104.486
2024-01-09 10:00:00,109.773
2024-01-09 11:00:00,109.781
2024-01-09 12:00:00,110.063
2024-01-09 13:00:00,111.35
2024-01-09 14:00:00,108.562
2024-01-09 15:00:00,106.655
2024-01-09 16:00:00,96.789
2024-01-09 17:00:00,102.266
2024-01-09 18:00:00,91.683
2024-01-09 19:00:00,91.284
2024-01-09 20:00:00,79.574
2024-01-09 21:00:00,78.656
2024-01-09 22:00:00,82.62
2024-01-09 23:00:00,70.483
2024-01-10 00:00:00,68.171
2024-01-10 01:00:00,71.144
2024-01-10 02:00:00,75.596
2024-01-10 03:00:00,79.22
2024-01-10 04:00:00,84.735
2024-01-10 05:00:00,85.557
2024-01-10 06:00:00,87.224
2024-01-10 07:00:00,95.16
2024-01-10 08:00:00,104.001
2024-01-10 09:00:00,106.024
2024-01-10 10:00:00,102.951
2024-01-10 11:00:00,109.547
2024-01-10 12:00:00,113.594
2024-01-10 13:00:00,114.505
2024-01-10 14:00:00,108.355
2024-01-10 15:00:00,104.296
2024-01-10 16:00:00,96.021
2024-01-10 17:00:00,91.921
2024-01-10 18:00:00,88.692
2024-01-10 19:00:00,84.37
2024-01-10 20:00:00,79.444
2024-01-10 21:00:00,72.353
2024-01-10 22:00:00,67.18
2024-01-10 23:00:00,65.8
2024-01-11 00:00:00,63.846
2024-01-11 01:00:00,68.699
2024-01-11 02:00:00,62.972
2024-01-11 03:00:00,70.757
2024-01-11 04:00:00,76.512
2024-01-11 05:00:00,83.667
2024-01-11 06:00:00,84.863
2024-01-11 07:00:00,92.009
2024-01-11 08:00:00,92.973
2024-01-11 09:00:00,95.891
2024-01-11 10:00:00,98.882
2024-01-11 11:00:00,106.021
2024-01-11 12:00:00,105.006
2024-01-11 13:00:00,102.693
2024-01-11 14:00:00,107.439
2024-01-11 15:00:00,95.492
2024-01-11 16:00:00,92.62
2024-01-11 17:00:00,86.656
2024-01-11 18:00:00,79.8
2024-01-11 19:00:00,80.616
2024-01-11 20:00:00,73.419
2024-01-11 21:00:00,61.666
2024-01-11 22:00:00,60.646
2024-01-11 23:00:00,60.383
2024-01-12 00:00:00,60.259
2024-01-12 01:00:00,55.288
2024-01-12 02:00:00,54.701
2024-01-12 03:00:00,58.442
2024-01-12 04:00:00,66.869
2024-01-12 05:00:00,71.317
2024-01-12 06:00:00,77.328
2024-01-12 07:00:00,79.439
2024-01-12 08:00:00,82.858
2024-01-12 09:00:00,84.743
2024-01-12 10:00:00,93.553
2024-01-12 11:00:00,95.414
2024-01-12 12:00:00,97.424
2024-01-12 13:00:00,96.02
2024-01-12 14:00:00,91.361
2024-01-12 15:00:00,91.838
2024-01-12 16:00:00,83.799
2024-01-12 17:00:00,77.493
2024-01-12 18:00:00,72.509
2024-01-12 19:00:00,67.026
2024-01-12 20:00:00,58.117
2024-01-12 21:00:00,59.66
2024-01-12 22:00:00,56.608
2024-01-12 23:00:00,52.987
2024-01-13 00:00:00,51.346
2024-01-13 01:00:00,54.675
2024-01-13 02:00:00,59.983
2024-01-13 03:00:00,58.926
2024-01-13 04:00:00,61.679
2024-01-13 05:00:00,66.282
2024-01-13 06:00:00,72.766
2024-01-13 07:00:00,74.971
2024-01-13 08:00:00,82.675
2024-01-13 09:00:00,87.328
2024-01-13 10:00:00,95.024
2024-01-13 11:00:00,94.842
2024-01-13 12:00:00,95.836
2024-01-13 13:00:00,90.887
2024-01-13 14:00:00,92.46
2024-01-13 15:00:00,84.885
2024-01-13 16:00:00,84.511
2024-01-13 17:00:00,80.108
2024-01-13 18:00:00,72.134
2024-01-13 19:00:00,74.051
2024-01-13 20:00:00,65.838
2024-01-13 21:00:00,55.724
2024-01-13 22:00:00,58.899
2024-01-13 23:00:00,54.727
2024-01-14 00:00:00,55.305
2024-01-14 01:00:00,57.396
2024-01-14 02:00:00,59.465
2024-01-14 03:00:00,56.839
2024-01-14 04:00:00,63.462
2024-01-14 05:00:00,73.402
2024-01-14 06:00:00,80.198
2024-01-14 07:00:00,87.186
2024-01-14 08:00:00,92.075
2024-01-14 09:00:00,86.893
2024-01-14 10:00:00,97.464
2024-01-14 11:00:00,93.085
2024-01-14 12:00:00,102.935
2024-01-14 13:00:00,99.203
2024-01-14 14:00:00,94.074
2024-01-14 15:00:00,99.134
2024-01-14 16:00:00,91.942
2024-01-14 17:00:00,81.15
2024-01-14 18:00:00,81.808
2024-01-14 19:00:00,74.447
2024-01-14 20:00:00,72.108
2024-01-14 21:00:00,66.905
2024-01-14 22:00:00,68.706
2024-01-14 23:00:00,60.099
